,companyFullName,companySize,district,financeStage,positionAdvantage,position_detail,position_name,salary,workYear
108,连连银通电子支付有限公司,500-2000人,滨江区,不需要融资,"双休,下午茶,餐补,团建","
职位描述：

岗位职责：
1. 负责移动支付产品部的快捷、网银、掌上银行、账户核心系统、行业支付产品以及新产品的开发和维护，主要应用系统类型包括WEB、APP server、SDK server、API网关等；
2. 根据产品需求编写技术设计文档，进行编码实现，确保安全、质量和性能；
3. 要求对资金安全、信息安全有一定认知，负责设计和开发相应的安全防控方案；
4. 优化现有系统，为系统性能提升提出解决方案。
岗位要求：
1.全日制本科及以上学历，计算机软件工程等相关专业优先;
2.3年以上Java开发经验；
3. 熟练掌握Java技术，对高并发、多线程、数据结构有清晰的认识；
4.熟练掌握目前流行开源框架(Spring/Mybatis/SpringMVC)，并且对其核心思想、实现原理有一定认知；

",Java (MJ000024),15k-30k,不限
109,武汉佰钧成技术有限责任公司,2000人以上,余杭区,不需要融资,"长期项目,全球有团队,提升技能,高端性人才","
职位描述：

1、2年以上使用Java开发的经验， JAVA基础扎实；?
2、对于用过的开源框架，能了解到它的原理和机制；对Spring,ibatis/mybatis,struts等开源框架熟悉；
3、 掌握多线程及高性能的设计与编码及性能调优，有分布式系统经验；
4、 掌握Linux 操作系统和常用数据库，有sql优化经验；?
5、 良好的沟通技能，团队合作能力，勤奋好学；
加分项：
1、熟悉常用的数据结构与算法;?
2. 熟悉各种通信协议(如TCP/IP、HTTP、MQTT、CoAP、LWM2M、LoRa、OPC等等),消息系统运行机制,精通IO、多线程、高并发, 具备高并发,低时延系统研发经验;?
3. 熟悉MySQL等关系型数据库,熟悉Mongodb,Redis等非关系型数据库,拥有优秀的数据库设计和优化能力;?
4. 对Linux系统有深入了解,有能力处理系统性能优化,瓶颈诊断,有较强的问题调试及分析能力;?
5 精通网络编程、多线程编程,精通高并发服务的架构设计;?
6. 在平台数据采集、数据存储、数据分析服务、设备管理、通讯管理和安全管理方面有过统筹规划和开发的经验

",Java软件开发工程师,10k-18k,1-3年
110,杭州心有灵犀互联网金融股份有限公司,150-500人,西湖区,C轮,每年2次加薪 特色假期 美女集中营,"
职位描述：

岗位职责
负责公司核心业务系统研发和维护工作
1、配合产品经理完成业务需求分析；
2、带领团队完成系统设计，编码与自测；
3、完成与前端研发团队接口设计与实现；
4、完成与业务合作方接口设计、联调及技术支持；
5、持续优化现有系统，提升系统稳定与性能；  
技能要求
1、有扎实JAVA语言基础，五年以上JAVA研发工作经验，本科及以上学历；
2、熟练掌握Spring、mybatis及常用的开发框架，如SpringMVC，SpringBoot；
3、熟悉主流数据库MySql、ORACLE，并对数据库调优有实战经验
4、熟悉主流NoSql产品，如MongoDB，Redis，Memcache，并有实际应用经验；
5、熟悉常用设计模式，并可熟练应用于系统设计中；
6、熟悉缓存系统设计、分布式系统设计、网站负载均衡、系统性能调优等实用技术；
7、熟悉前端技术，并有一定的脚本语言编写能力；
8、熟悉操作系统知识，计算机网络原理，并有一定实际应用经验；
9、熟悉软件设计规范，具有较强的代码阅读和文档编写能力；
10、有一定的研发团队管理经验，项目管理经验；
11、有大型网站（金融保险行业）开发经验者优先。

",高级Java工程师,15k-25k,3-5年
111,浙江科钛机器人股份有限公司,15-50人,滨江区,A轮,股票期权 五险一金 双休,"
职位描述：


岗位职责
1.负责AGV调度系统前后端的软件开发升级与维护;
2.负责Web服务器的维护、修改和升级工作。

岗位要求
1.本科以上学历，2年以上Java开发经验;
2.深入理解面向对象程序设计，熟悉常用设计模式;
3.熟悉javaSE/javaEE程序开发，熟悉Socket编程;
4.熟练使用jQuery，熟悉流行的开源框架，如Spring，iBatis/Mybatis等;
5.熟悉通信和线程，了解IO输入输出；
6.熟悉MYSQL数据库开发，配置、维护，熟悉Tomcat服务器的使用及常用的配置。


",Java软件工程师,7k-14k,1-3年
112,浙江阿拉丁电子商务股份有限公司,150-500人,滨江区,上市公司,"福利多,零食多,活动多,年终奖","
职位描述：

1、5年以上工作经验
2、精通j2ee
3、熟悉jvm,熟悉多线程,io技术
4、熟练使用常用设计模式
5、有过高并发、大流量项目经验
6、沟通能力强，责任心强，能承受较强的压力，有较强的owner意识
7、有较强的解决问题分析问题的能力
8、了解缓存、搜索引擎、rpc、nio等技术优先

",高级JAVA软件工程师,15k-25k,3-5年
113,北京伊电园网络科技有限公司,500-2000人,余杭区,B轮,"双休,年终奖多,饭补","
职位描述：

1.?独立完成项目的系统分析、设计，并主导完成详细设计和编码的任务，确保项目的进度和质量；
?
2.?能够在团队中完成 code review 的任务，确保相关代码的有效性和正确性，并能够通过 code review 提供相关性能以及稳定性的建议；
?
3.?对现有产品和系统进行改进和优化；
?
4.?参与建设通用、灵活、智能的业务支撑平台，支撑上层多场景的复杂业务。
?
岗位要求：
?
1、了解面向对象设计和编程的方法，熟悉 Java 编程语言，有多线程设计经验，了解
?
JVM 原理
?
2、熟悉 HTTP 协议和 Servlet 工作机制，对某一种 Web 框架的原理有较深入的了解；熟悉 Spring 框架，了解 IoC、AOP 等原理
?
3、有丰富的系统架构和设计的经验，善于解决高并发，分布式通信，存储等方面的问
?
题
?
4、熟悉应用容器，服务框架、消息中间件、数据中间件、企业集成、业务流程、业务规则等技术并有实践经验5、对系统架构的某一方面能够独立规划并持续改进，善于发现系统问题并能对其进行独立优化规划并持续改进6、对技术有热情，有团队合作精神，敢于担当，积极主动推动项目落地

",Java开发工程师,15k-25k,3-5年
114,杭州优行科技有限公司,500-2000人,滨江区,未融资,"发展平台,弹性工作时,福利丰厚","
职位描述：

1、参与项目的需求分析；
2、负责软件的详细设计和开发；
3、负责已有系统的性能优化、维护升级，满足业务需求；
4、完成技术leader分配的业务研发工作。
岗位要求:
1、计算机相关专业，大学本科或以上学历；?
2、三年以上J2EE B/S系统或大型门户网站设计开发经验，并具备一定的高访问量、高负载网站系统开发经验；?
3、精通JAVA技术，了解设计模式，对面向对象和模块化设计有深刻的理解；?
4、精通Spring、Mybatis等开源框架，熟悉git等项目管理、构建工具，至少一年实际项目使用经验；?
5、熟练使用linux、mysql，tomcat，在网络io、集合、并发／多线程、缓存、设计模式某方面有深刻理解；?
6、有分布式系统开发经验，熟悉分布式服务化框架；?
7、较强的组织协调能力和良好的语言及书面表达能力；?
8、工作作风严谨，具有良好的学习能力、沟通和协调能力；?
9、能承受工作压力，富有良好的团队精神和积极的进取心；?
10、有大型互联网公司工作经历和移动后端开发经验者优先。

",高级Java工程师,15k-30k,1-3年
115,浙江远传信息技术股份有限公司,500-2000人,滨江区,上市公司,"五险一金,餐补,年终奖金,定期体检","
职位描述：

工作职责：1、参与公司产品的开发；2、根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务；3、进行程序单元、功能的测试，查出软件存在的缺陷并保证其质量。任职资格：1、有1年以上JAVA WEB开发工作经验，有扎实的JAVA基础，热爱软件开发；2、熟悉J2EE技术及原理,以及JSP/Servlet/Ajax/JavaScript/CSS/HTML等WEB开发技术；3、熟悉Spring、SpringMVC、Ibatis/Mybatis等开源框架，理解MVC编程模式;4、熟悉常用数据库MYSQL、ORACLE、SQLSERVER的开发，对SQL性能调优有一定理解；5、熟悉tomcat、weblogic、jboss等主流WEB服务器；6、具有较强的学习能力，能适应较大的工作压力，具备良好的团队精神和敬业精神。

",java开发工程师,5k-9k,1-3年
116,杭州港盛软件科技有限公司,15-50人,滨江区,天使轮,"技术大牛,前沿技术,区块链,独立开发","
职位描述：

负责区块链金融行业后台业务开发：
1、搭建开发框架、编写业务应用代码，负责系统其他技术攻关任务，对高可用性、高可扩展性方向的优化调整；2、分析和解决系统实现中存在的问题和缺陷，快速处理线上问题，保证系统安全、稳定、可靠。
职位要求：
1、计算机相关专业本科以上学历，2-3年软件开发经验，良好的算法/数据结构基础?
2、熟练使用Java语言，对Java语言特性有深入了解，如多线程编程，集合框架等
3、熟悉网络编程，多进程、多线程编程开发
4、熟练掌握分布式通讯框架（Netty、dubbo等NIO框架）、分布式存储（fastDFS、HDFS等）、分布式缓存（Memcached集群、redis集群）、分布式事务处理方案
5、熟悉常用的数据中间件/服务中间件，如Redis、Kafka
6、具有优秀的逻辑思维能力、学习能力、良好的沟通交流与团队协作能力
7、喜爱证券及区块链行业，有志于在此业务上长期发展
8、致力于业务钻研和学习成为金融业务技术专家。

",Java研发工程师,12k-18k,1-3年
117,杭州东华链条集团有限公司,2000人以上,余杭区,不需要融资,sap/app/物联网/elt,"
职位描述：

传统制造业IT部门。
岗位职责：
1、独立完成数据库、独立完成模块开发、独立完成模块运营
2、负责参与公司业务流程梳理及文档编写
3、负责企业管理软件开发
任职要求：
1、1年及1年以上开发经验。
2、在计算机技术领域拥有扎实的技术功底，尤其在数据结构、算法和代码、软件设计方面功力深厚；?
3、熟练使用至少一种数据库（SqlServer，Oracle，Mysql，DB2等）；
4、熟悉掌握Java、Jsp、Servlet、XML、Web、Service、JavaScript、jQuery、ExtJs等相关技术；?
5、精通Java，熟悉J2EE企业级开发流程和MVC框架,?具有SSH架构的开发经验。
6、有java开发经验者优先、有APP开发经验者优先、有delphi开发经验者优先、有C#开发经验者亦可、有abap开发经验者优先。
7、接受短期出差。
8、优秀应届毕业生优先录入。

",Java,4k-6k,不限
